MANDT;MATNR;MTART;MEINS;BRGEW;NTGEW;GEWEI
400;MR516122;MODE;EA;0.200;0.200;KG
400;2486;FERT;EA;0.000;0.000;
400;MZ-FG-E146;FERT;ST;0.020;0.020;KG
400;MZ-PROC-DC-CP-2070;MAT;EA;0.000;1.000;KG
400;MDQ_ADP__0025;HAWA;ST;4.300.000;4.200.000;KG
400;MR516122001;MODE;EA;0.200;0.200;KG
400;2487;FERT;EA;0.000;0.000;
400;SG124;HALB;ST;0.500;0.150;KG
400;MZ-FG-E147;FERT;ST;0.020;0.020;KG
400;2488;FERT;EA;0.000;0.000;
400;ML_RM_013;ROH;EA;0.000;0.000;
400;MZ-FG-E148;FERT;ST;0.020;0.020;KG
400;2489;FERT;EA;0.000;0.000;
400;MR516122002;MODE;EA;0.200;0.200;KG
400;RM128;ROH;ST;0.500;0.250;KG
400;2491;FERT;EA;0.000;0.000;
400;PLUMBING;FERT;EA;0.000;0.000;KG
400;MR516122003;MODE;EA;0.200;0.200;KG
400;MZ-RM-E108-02;ROH;ST;0.000;0.000;
400;2493;FERT;EA;0.000;0.000;
400;MR516122004;MODE;EA;0.200;0.200;KG
400;MR516101013;MODE;ST;0.200;0.200;KG
400;2495;FERT;EA;0.000;0.000;
400;MR516122005;MODE;EA;0.200;0.200;KG
400;MR516101014;MODE;ST;0.200;0.200;KG
400;MR516122006;MODE;EA;0.200;0.200;KG
400;2496;FERT;EA;0.000;0.000;
400;MR516122007;MODE;EA;0.200;0.200;KG
400;2498;FERT;EA;0.000;0.000;
400;2499;FERT;EA;0.000;0.000;
400;MR516122008;MODE;EA;0.200;0.200;KG
400;2500;FERT;EA;0.000;0.000;
400;2501;FERT;EA;0.000;0.000;
400;MR516122009;MODE;EA;0.200;0.200;KG
400;2502;FERT;EA;0.000;0.000;
400;MZ-TG-A134;HAWA;ST;150.000;150.000;KG
400;MR516122010;MODE;EA;0.200;0.200;KG
400;MZ-FG-E154;FERT;EA;0.000;0.000;KG
400;MR516122011;MODE;EA;0.200;0.200;KG
400;MZ-PKG-A101;VERP;ST;0.000;0.000;KG
400;MR516122012;MODE;EA;0.200;0.200;KG
400;MZ-PKG-A102;VERP;ST;15.000;15.000;KG
400;MR516122013;MODE;EA;0.200;0.200;KG
400;MR516122014;MODE;EA;0.200;0.200;KG
400;MR516122015;MODE;EA;0.200;0.200;KG
